id,gastos
10639,2083
10640,1477
10641,858
10642,997
10643,2109
10644,2644
10645,1988
10646,1024
10647,2278
10648,997
10649,1496
10650,1665
10651,1151
10652,1061
10653,2430
10654,994
10655,1568
10656,1919
10657,954
10658,1061
10659,1939
10660,1547
10661,1501
10662,1886
10663,1977
10664,1988
10665,2380
10666,1535
10667,1551
10668,1640
10669,2383
10670,1050
10671,1710
10672,2249
10673,1536
10674,2451
10675,1105
10676,2680
10677,1236
10678,1077
10679,1985
10680,2459
10681,2596
10682,2483
10683,1962
10684,1671
10685,966
10686,1927
10687,1941
10688,816
10689,1672
10690,1589
10691,1604
10692,982
10693,1875
10694,2352
10695,1514
10696,1050
10697,1578
10698,1515
10699,1538
10700,1061
10701,2939
10702,1539
10703,1985
10704,2106
10705,2405
10706,1010
10707,2394
10708,1677
10709,2201
10710,812
10711,1032
10712,860
10713,906
10714,1225
10715,1965
10716,2638
10717,918
10718,1085
10719,1955
10720,1370
10721,1097
10722,1835
10723,1028
10724,1906
10725,1597
10726,2513
10727,1558
10728,1422
10729,2474
10730,2316
10731,987
10732,1337
10733,1541
10734,1152
10735,2372
10736,965
10737,2548
10738,1561
10739,1861
10740,1009
10741,1786
10742,1092
10743,1881
10744,1980
10745,1472
10746,2770
10747,1582
10748,1066
10749,1855
10750,1968
10751,2551
10752,1044
10753,1043
10754,926
10755,1438
10756,1042
10757,2614
10758,2789
10759,771
10760,1877
10761,1074
10762,1970
10763,1910
10764,912
10765,1938
10766,1401
10767,1004
10768,2997
10769,1529
10770,1402
10771,1482
10772,1514
10773,839
10774,2041
10775,2732
10776,1569
10777,987
10778,1086
10779,2816
10780,2841
10781,1584
10782,1946
10783,954
10784,1059
10785,1566
10786,1733
10787,1016
10788,1944
10789,1526
10790,1076
10791,1614
10792,2142
10793,1887
10794,1955
10795,2980
10796,1085
10797,1205
10798,1945
10799,1937
10800,1585
10801,1641
10802,1046
10803,1524
10804,1059
10805,1833
10806,1909
10807,1520
10808,1568
10809,948
10810,2326
10811,2837
10812,2967
10813,993
10814,2506
10815,1014
10816,1068
10817,2827
10818,1450
10819,1422
10820,2128
10821,1968
10822,1902
10823,2443
10824,1574
10825,2265
10826,1034
10827,992
10828,919
10829,1046
10830,903
10831,1063
10832,1771
10833,1097
10834,949
10835,2356
10836,2961
10837,1157
10838,1945
10839,1470
10840,1964
10841,1510
10842,1976
10843,2208
10844,831
10845,2804
10846,1022
10847,1928
10848,2989
10849,1892
10850,2845
10851,1579
10852,2308
10853,2847
10854,1330
10855,1619
10856,1385
10857,1877
10858,1704
10859,1259
10860,2429
10861,1938
10862,953
10863,1086
10864,1977
10865,1374
10866,1002
10867,2044
10868,990
10869,2253
10870,914
10871,1019
10872,2494
10873,2712
10874,887
10875,1152
10876,2302
10877,1707
10878,1990
10879,2000
10880,1469
10881,2644
10882,2023
10883,2436
10884,1525
10885,1017
10886,1594
10887,1556
10888,1525
10889,2716
10890,960
10891,1033
10892,1901
10893,1320
10894,1037
10895,2791
10896,2050
10897,1470
10898,1761
10899,1568
10900,1642
10901,1854
10902,1458
10903,707
10904,965
10905,907
10906,1181
10907,1032
10908,2087
10909,2427
10910,2303
10911,2738
10912,1531
10913,1651
10914,1966
10915,2739
10916,2915
10917,1416
10918,2035
10919,2869
10920,1140
10921,959
10922,2796
10923,977
10924,1544
10925,1751
10926,2099
10927,1093
10928,1683
10929,1781
10930,1005
10931,997
10932,2520
10933,2387
10934,2367
10935,2291
10936,2686
10937,1996
10938,2045
10939,1522
10940,1626
10941,1015
10942,1574
10943,2594
10944,1159
10945,2670
10946,2302
10947,1434
10948,1059
10949,1518
10950,1036
10951,965
10952,1989
10953,1496
10954,1603
10955,804
10956,955
10957,1982
10958,1999
10959,2688
10960,1651
10961,1382
10962,1025
10963,1655
10964,2159
10965,1517
10966,1935
10967,1521
10968,1329
10969,2995
10970,937
10971,986
10972,1846
10973,962
10974,2766
10975,1950
10976,2678
10977,1573
10978,1296
10979,2981
10980,1084
10981,1602
10982,965
10983,2811
10984,2331
10985,1140
10986,1008
10987,2127
10988,2453
10989,1533
10990,902
10991,961
10992,1918
10993,2849
10994,2081
10995,2764
10996,2169
10997,1531
10998,1488
10999,1644
11000,1066
11001,2131
11002,2944
11003,2714
11004,956
11005,2021
11006,966
11007,2684
11008,1081
11009,1968
11010,2528
11011,1583
11012,1872
11013,1620
11014,932
11015,2680
11016,1066
11017,1436
11018,1969
11019,1458
11020,1528
11021,2498
11022,1676
11023,1065
11024,1974
11025,2818
11026,1522
11027,2371
11028,875
11029,1675
11030,1412
11031,1084
11032,1645
11033,1086
11034,1027
11035,2774
11036,1538
11037,1554
11038,941
11039,859
11040,896
11041,2086
11042,884
11043,1033
11044,1928
11045,2582
11046,1386
11047,1607
11048,2395
11049,2932
11050,2382
11051,975
11052,1989
11053,2554
11054,1380
11055,1032
11056,983
11057,1958
11058,2206
11059,1233
11060,2507
11061,1916
11062,2192
11063,2799
11064,1516
11065,1114
11066,1965
11067,2950
11068,1573
11069,1532
11070,2430
11071,2906
11072,2918
11073,2995
11074,979
11075,1149
11076,1576
11077,2446
11078,1553
11079,955
11080,1409
11081,1988
11082,1520
11083,1532
11084,2040
11085,2271
11086,875
11087,2428
11088,1551
11089,2846
11090,1020
11091,1926
11092,1979
11093,1461
11094,973
11095,1975
11096,1117
11097,2827
11098,2310
11099,1477
11100,1877
11101,2710
11102,1641
11103,1003
11104,1767
11105,1923
11106,2431
11107,2920
11108,1556
11109,2030
11110,1461
11111,2328
11112,985
11113,2097
11114,2962
11115,910
11116,852
11117,2674
11118,1466
11119,918
11120,1531
11121,1137
11122,2072
11123,1995
11124,2470
11125,1437
11126,924
11127,2035
11128,1897
11129,1880
11130,2281
11131,2798
11132,1049
11133,956
11134,1869
11135,2063
11136,1838
11137,1980
11138,1989
11139,2063
11140,2835
11141,1621
11142,2247
11143,1058
11144,1035
11145,871
11146,1064
11147,2975
11148,959
11149,1609
11150,917
11151,1143
11152,1946
11153,2524
11154,1477
11155,1988
11156,1484
11157,1517
11158,2364
11159,1971
11160,1958
11161,1690
11162,1180
11163,1997
11164,2823
11165,1535
11166,1504
11167,1512
11168,959
11169,935
11170,931
11171,2285
11172,1953
11173,1980
11174,2636
11175,1053
11176,1518
11177,1396
11178,2695
11179,2983
11180,1382
11181,1127
11182,1507
11183,1880
11184,1980
11185,2586
11186,1989
11187,1913
11188,1404
11189,959
11190,1863
11191,2188
11192,2238
11193,1276
11194,1550
11195,1173
11196,1447
11197,1119
11198,940
11199,2712
11200,2546
11201,1557
11202,940
11203,1606
11204,1434
11205,1587
11206,2213
11207,2957
11208,1787
11209,2573
11210,1419
11211,1554
11212,1583
11213,1695
11214,1611
11215,2940
11216,1385
11217,1583
11218,1077
11219,2483
11220,1567
11221,1370
11222,2603
11223,1951
11224,1972
11225,2131
11226,2363
11227,2522
11228,1159
11229,878
11230,1639
11231,983
11232,1893
11233,1416
11234,1039
11235,2423
11236,1537
11237,2363
11238,1620
11239,1081
11240,1935
11241,787
11242,2052
11243,1452
11244,1898
11245,1466
11246,2781
11247,1374
11248,1431
11249,1531
11250,883
11251,2026
11252,1111
11253,2114
11254,1230
11255,1490
11256,2186
11257,884
11258,1950
11259,1048
11260,2263
11261,2944
11262,1436
11263,1604
11264,2626
11265,2820
11266,967
11267,1038
11268,2123
11269,2657
11270,2391
11271,1994
11272,1531
11273,1059
11274,1956
11275,1530
11276,1000
11277,1477
11278,2503
11279,938
11280,1993
11281,1161
11282,1886
11283,2197
11284,1064
11285,1335
11286,1931
11287,2772
11288,1478
11289,2352
11290,2422
11291,1896
11292,1944
11293,1101
11294,2469
11295,1803
11296,1968
11297,970
11298,1757
11299,823
11300,855
11301,2310
11302,2739
11303,1450
11304,1966
11305,1108
11306,1270
11307,1125
11308,2285
11309,1550
11310,2988
11311,1506
11312,2701
11313,1032
11314,1598
11315,1796
11316,1504
11317,1076
11318,1973
11319,1330
11320,1006
11321,997
11322,1905
11323,880
11324,1944
11325,2465
11326,932
11327,935
11328,2253
11329,944
11330,1077
11331,1829
11332,1112
11333,920
11334,1135
11335,1823
11336,2628
11337,1618
11338,1726
11339,902
11340,943
11341,1104
11342,906
11343,1824
11344,1498
11345,2670
11346,987
11347,1133
11348,957
11349,2408
11350,1412
11351,926
11352,954
11353,2507
11354,859
11355,2895
11356,1565
11357,1953
11358,1895
11359,2661
11360,1622
11361,1519
11362,2612
11363,1845
11364,2231
11365,1454
11366,2509
11367,1033
11368,1542
11369,916
11370,2330
11371,1109
11372,2381
11373,1936
11374,2777
11375,2421
11376,1433
11377,1584
11378,1663
11379,1486
11380,1955
11381,1031
11382,1927
11383,1544
11384,966
11385,1907
11386,1600
11387,2252
11388,2183
11389,2411
11390,1512
11391,2391
11392,1883
11393,1932
11394,959
11395,1043
11396,1936
11397,1378
11398,1943
11399,2174
11400,2661
11401,2262
11402,1528
11403,1537
11404,895
11405,1683
11406,1858
11407,1703
11408,1321
11409,943
11410,1600
11411,1855
11412,2002
11413,933
11414,1540
11415,1125
11416,948
11417,2355
11418,2471
11419,1657
11420,1480
11421,1801
11422,850
11423,1392
11424,1464
11425,1049
11426,1059
11427,2691
11428,2862
11429,2012
11430,1744
11431,923
11432,2898
11433,1462
11434,1565
11435,998
11436,943
11437,1894
11438,2811
11439,2161
11440,1447
11441,1061
11442,1268
11443,1929
11444,1995
11445,2400
11446,2647
11447,1473
11448,948
11449,2555
11450,2822
11451,1102
11452,1570
11453,928
11454,1231
11455,2624
11456,2415
11457,2239
11458,2896
11459,2258
11460,2913
11461,1476
11462,1602
11463,946
11464,1670
11465,2035
11466,1430
11467,1600
11468,1422
11469,2282
11470,2636
11471,2178
11472,1557
11473,1005
11474,2186
11475,1977
11476,1588
11477,1584
11478,1981
11479,2931
11480,1007
11481,1790
11482,2818
11483,1349
11484,2450
11485,2547
11486,857
11487,1108
11488,1557
11489,868
11490,2811
11491,995
11492,1117
11493,1543
11494,1060
11495,988
11496,1107
11497,2262
11498,2427
11499,1592
11500,1157
11501,1675
11502,1941
11503,963
11504,907
11505,1095
11506,1180
11507,1765
11508,2477
11509,2601
11510,994
11511,957
11512,2655
11513,1482
11514,1976
11515,2729
11516,1597
11517,1065
11518,1965
11519,833
11520,1964
11521,720
11522,1863
11523,1654
11524,1634
11525,2457
11526,2800
11527,2880
11528,1584
11529,1585
11530,1062
11531,1090
11532,1877
11533,955
11534,1039
11535,946
11536,944
11537,2078
11538,1612
11539,1525
11540,1917
11541,1994
11542,2860
11543,1494
11544,1552
11545,1090
11546,984
11547,2449
11548,1002
11549,1075
11550,1587
11551,1446
11552,1886
11553,1994
11554,1587
11555,1516
11556,1991
11557,1603
11558,2803
11559,1454
11560,1684
11561,1604
11562,1009
11563,845
11564,1920
11565,1556
11566,1482
11567,1025
11568,2237
11569,1031
11570,1485
11571,953
11572,981
11573,1105
11574,1904
11575,1862
11576,2000
11577,2889
11578,1507
11579,2513
11580,2516
11581,1955
11582,2713
11583,1399
11584,2474
11585,1870
11586,2301
11587,1511
11588,2824
11589,1313
11590,2354
11591,1876
11592,1419
11593,1902
11594,2631
11595,1041
11596,863
11597,991
11598,1910
11599,1950
11600,1965
11601,1350
11602,1090
11603,883
11604,1960
11605,2592
11606,1415
11607,1584
11608,1122
11609,1460
11610,1353
11611,1866
11612,1035
11613,1020
11614,2265
11615,1381
11616,1943
11617,1066
11618,1978
11619,2080
11620,2680
11621,1035
11622,2403
11623,2611
11624,1045
11625,1003
11626,1099
11627,1938
11628,1107
11629,2958
11630,1433
11631,1553
11632,1108
11633,2066
11634,2439
11635,2445
11636,1583
11637,2600
11638,912
11639,918
11640,1724
11641,1641
11642,1993
11643,1428
11644,2646
11645,1006
11646,1514
11647,2293
11648,855
11649,2131
11650,2242
11651,993
11652,1434
11653,1128
11654,2190
11655,2140
11656,796
11657,1462
11658,1488
11659,2726
11660,1866
11661,2593
11662,1467
11663,1564
11664,1022
11665,2952
11666,1983
11667,2641
11668,1732
11669,2398
11670,2810
11671,1489
11672,1651
11673,1530
11674,777
11675,2642
11676,2729
11677,1618
11678,1067
11679,1499
11680,1598
11681,1499
11682,1047
11683,973
11684,2119
11685,1668
11686,2164
11687,2327
11688,2683
11689,1858
11690,1354
11691,787
11692,1073
11693,2740
11694,1058
11695,1995
11696,2897
11697,1050
11698,1979
11699,1429
11700,1565
11701,1106
11702,901
11703,1996
11704,2175
11705,2955
11706,1207
11707,2137
11708,1623
11709,1063
11710,2371
11711,952
11712,1707
11713,1670
11714,2751
11715,1426
11716,1179
11717,2150
11718,1001
11719,1923
11720,1021
11721,2438
11722,1522
11723,1120
11724,2392
11725,885
11726,1644
11727,1514
11728,1008
11729,1094
11730,1515
11731,1909
11732,1512
11733,1925
11734,1997
11735,2253
11736,1032
11737,2383
11738,1739
11739,1453
11740,2558
11741,2004
11742,1724
11743,1043
11744,1898
11745,2398
11746,2627
11747,2626
11748,2580
11749,943
11750,2031
11751,894
11752,2415
11753,1503
11754,1338
11755,864
11756,893
11757,2302
11758,2825
11759,870
11760,1967
11761,1145
11762,2892
11763,1541
11764,1391
11765,923
11766,2534
11767,1611
11768,2480
11769,2651
11770,1528
11771,1517
11772,979
11773,1916
11774,1402
11775,2424
11776,2332
11777,2413
11778,1215
11779,2829
11780,1537
11781,1455
11782,1645
11783,1543
11784,1632
11785,1652
11786,878
11787,1659
11788,2685
11789,2859
11790,2699
11791,1544
11792,1259
11793,1931
11794,1198
11795,2263
11796,908
11797,1962
11798,2525
11799,1386
11800,2608
11801,1449
11802,2977
11803,1382
11804,1993
11805,913
11806,1562
11807,1466
11808,2018
11809,2454
11810,1418
11811,1481
11812,1120
11813,1177
11814,2614
11815,2797
11816,700
11817,1325
11818,964
11819,1019
11820,2616
11821,1579
11822,2229
11823,2752
11824,2029
11825,2382
11826,1937
11827,2506
11828,2970
11829,2031
11830,1556
11831,1423
11832,1987
11833,2206
11834,2618
11835,1800
11836,1080
11837,1899
11838,1005
11839,1507
11840,1886
11841,2271
11842,1546
11843,1599
11844,925
11845,2389
11846,1976
11847,1383
11848,1757
11849,2387
11850,1688
11851,1037
11852,2289
11853,1971
11854,1981
11855,1445
11856,946
11857,1028
11858,2461
11859,2524
11860,2983
11861,1563
11862,2492
11863,2890
11864,2565
11865,1519
11866,1131
11867,2918
11868,1170
11869,1559
11870,1470
11871,1838
11872,1902
11873,2578
11874,1398
11875,1143
11876,2161
11877,1481
11878,2367
11879,1574
11880,877
11881,1048
11882,1569
11883,1138
11884,1167
11885,2188
11886,1031
11887,1888
11888,1946
11889,2500
11890,1042
11891,1939
11892,2723
11893,2787
11894,1005
11895,1535
11896,1014
11897,1879
11898,1518
11899,1619
11900,1067
11901,2667
11902,1606
11903,2461
11904,1735
11905,2502
11906,1482
11907,906
11908,2277
11909,1913
11910,2266
11911,1964
11912,1083
11913,1925
11914,1580
11915,1914
11916,1528
11917,1608
11918,1365
11919,2758
11920,1684
11921,1432
11922,1539
11923,1613
11924,2008
11925,1006
11926,1851
11927,2542
11928,1900
11929,1024
11930,1556
11931,2553
11932,1412
11933,1479
11934,1857
11935,1525
11936,1526
11937,851
11938,1980
11939,888
11940,985
11941,2064
11942,2724
11943,1104
11944,1177
11945,2300
11946,1415
11947,1513
11948,1046
11949,1804
11950,1875
11951,1190
11952,1418
11953,961
11954,2385
11955,2449
11956,2498
11957,1596
11958,2638
11959,1454
11960,1173
11961,2852
11962,868
11963,1562
11964,1942
11965,2534
11966,1185
11967,2242
11968,1423
11969,1931
11970,1521
11971,2137
11972,2749
11973,1684
11974,2153
11975,1483
11976,1596
11977,1566
11978,1585
11979,1715
11980,1820
11981,1041
11982,1962
11983,2495
11984,1478
11985,2174
11986,1982
11987,2321
11988,2403
11989,864
11990,2411
11991,1533
11992,1521
11993,2892
11994,1560
11995,2382
11996,960
11997,910
11998,1453
11999,1556
12000,1131
12001,1868
12002,1921
12003,2075
12004,2968
12005,1448
12006,1534
12007,1541
12008,1836
12009,815
12010,2720
12011,2964
12012,1427
12013,984
12014,2118
12015,1925
12016,1040
12017,2560
12018,1049
12019,933
12020,1846
12021,2644
12022,1508
12023,1132
12024,1588
12025,1001
12026,1558
12027,1557
12028,1052
12029,967
12030,1708
12031,2287
12032,1596
12033,2763
12034,1641
12035,1378
12036,2857
12037,1975
12038,1567
12039,2234
12040,2108
12041,886
12042,924
12043,1946
12044,1672
12045,959
12046,1937
12047,1601
12048,1564
12049,1914
12050,2858
12051,988
12052,1052
12053,1987
12054,1431
12055,1469
12056,1106
12057,1459
12058,1938
12059,1469
12060,2582
12061,879
12062,2325
12063,2423
12064,957
12065,1453
12066,2958
12067,1949
12068,2625
12069,2124
12070,2766
12071,975
12072,1992
12073,1993
12074,2139
12075,1421
12076,973
12077,1959
12078,1021
12079,1844
12080,1423
12081,2342
12082,1959
12083,1059
12084,1457
12085,1524
12086,1036
12087,1050
12088,974
12089,1656
12090,2443
12091,2458
12092,1652
12093,862
12094,2519
12095,2355
12096,854
12097,1945
12098,1625
12099,2628
12100,1422
12101,2402
12102,1526
12103,1589
12104,1067
12105,1946
12106,1617
12107,980
12108,1992
12109,2497
12110,2776
12111,2610
12112,1479
12113,2862
12114,2888
12115,1940
12116,1980
12117,1082
12118,829
12119,903
12120,1995
12121,1868
12122,2199
12123,2499
12124,1456
12125,1367
12126,1459
12127,1814
12128,1971
12129,2791
12130,1256
12131,1475
12132,811
12133,999
12134,1509
12135,2009
12136,2409
12137,1520
12138,1491
12139,1134
12140,954
12141,1145
12142,1517
12143,900
12144,1966
12145,1916
12146,971
12147,1371
12148,2211
12149,1413
12150,1817
12151,1487
12152,1021
12153,1659
12154,1830
12155,2692
12156,977
12157,2275
12158,2767
12159,2387
12160,900
12161,1115
12162,2554
12163,1439
12164,2774
12165,2599
12166,1825
12167,1603
12168,1039
12169,2224
12170,936
12171,1847
12172,1344
12173,975
12174,1456
12175,962
12176,1022
12177,1083
12178,2543
12179,1039
12180,1357
12181,1820
12182,2205
12183,1371
12184,2207
12185,2804
12186,2948
12187,2968
12188,1501
12189,1804
12190,2585
12191,2834
12192,2184
12193,982
12194,1433
12195,1008
12196,996
12197,1331
12198,1520
12199,1006
12200,1969
12201,893
12202,1921
12203,2198
12204,2548
12205,2674
12206,904
12207,1658
12208,891
12209,1457
12210,1492
12211,1953
12212,967
12213,1402
12214,1905
12215,1095
12216,1903
12217,1579
12218,1554
12219,2932
12220,797
12221,991
12222,2594
12223,2954
12224,1470
12225,1041
12226,1956
12227,969
12228,1333
12229,1053
12230,1523
12231,2619
12232,1665
12233,915
12234,1525
12235,1458
12236,1851
12237,1351
12238,1605
12239,1122
12240,2037
12241,1638
12242,1715
12243,1026
12244,2105
12245,887
12246,2209
12247,2985
12248,1718
12249,1410
12250,1007
12251,1851
12252,1507
12253,2682
12254,1612
12255,1972
12256,2695
12257,1626
12258,1121
12259,2967
12260,913
12261,2066
12262,1882
12263,1517
12264,1990
12265,1003
12266,2715
12267,1565
12268,917
12269,2555
12270,1015
12271,2076
12272,915
12273,1923
12274,2192
12275,797
12276,2502
12277,1435
12278,1429
12279,903
12280,1037
12281,1981
12282,2241
12283,1409
12284,816
12285,1468
12286,1037
12287,1914
12288,1988
12289,2223
12290,1374
12291,1074
12292,1382
12293,1948
12294,924
12295,1322
12296,1137
12297,984
12298,2769
12299,2798
12300,1565
12301,1539
12302,1964
12303,1092
12304,921
12305,1025
12306,1926
12307,1953
12308,1961
12309,1599
12310,1467
12311,1779
12312,2264
12313,2506
12314,831
12315,1452
12316,973
12317,2749
12318,1634
12319,857
12320,1043
12321,1056
12322,990
12323,1972
12324,1476
12325,1916
12326,2298
12327,921
12328,2419
12329,1015
12330,2395
12331,2468
12332,995
12333,1539
12334,870
12335,1897
12336,1488
12337,1485
12338,998
12339,2177
12340,1510
12341,958
12342,2837
12343,870
12344,1936
12345,1621
12346,1423
12347,1991
12348,869
12349,1933
12350,1507
12351,1015
12352,1786
12353,2648
12354,2743
12355,1054
12356,1120
12357,959
12358,2629
12359,2520
12360,965
12361,1479
12362,1732
12363,1436
12364,1927
12365,1988
12366,2820
12367,1537
12368,1111
12369,2813
12370,1487
12371,913
12372,1417
12373,1243
12374,1957
12375,972
12376,2049
12377,963
12378,1555
12379,1535
12380,1078
12381,2133
12382,2576
12383,1031
12384,1980
12385,2476
12386,1031
12387,1950
12388,2015
12389,1904
12390,2222
12391,1038
12392,2590
12393,2954
12394,2659
12395,907
12396,1085
12397,2621
12398,1100
12399,1475
12400,1547
12401,1489
12402,1025
12403,2689
12404,1054
12405,1013
12406,1591
12407,2074
12408,1010
12409,905
12410,969
12411,854
12412,2903
12413,1959
12414,2450
12415,1962
12416,967
12417,2937
12418,1407
12419,1061
12420,1552
12421,876
12422,910
12423,1080
12424,2768
12425,2826
12426,1011
12427,1901
12428,2542
12429,1895
12430,1055
12431,1887
12432,1943
12433,2228
12434,1918
12435,2104
12436,2291
12437,1142
12438,2583
12439,1560
12440,1772
12441,971
12442,2142
12443,1969
12444,2286
12445,2418
12446,1612
12447,1095
12448,1451
12449,2732
12450,1987
12451,1778
12452,2120
12453,1583
12454,1068
12455,2216
12456,993
12457,980
12458,1942
12459,1472
12460,1116
12461,1412
12462,1871
12463,2011
12464,1024
12465,2831
12466,1745
12467,1490
12468,956
12469,1976
12470,1594
12471,916
12472,963
12473,836
12474,2689
12475,1540
12476,1091
12477,1909
12478,2395
12479,1916
12480,2351
12481,1096
12482,1956
12483,2608
12484,2727
12485,1489
12486,1166
12487,1415
12488,2311
12489,1071
12490,1633
12491,1909
12492,1620
12493,2191
12494,1635
12495,1080
12496,1932
12497,1670
12498,1058
12499,2767
12500,1572
12501,1010
12502,1033
12503,1427
12504,2296
12505,1947
12506,899
12507,1869
12508,2033
12509,1534
12510,922
12511,1536
12512,1041
12513,1637
12514,2960
12515,1379
12516,1039
12517,1989
12518,1996
12519,1429
12520,1590
12521,1003
12522,1076
12523,2468
12524,2073
12525,1389
12526,1608
12527,2699
12528,1952
12529,2824
12530,1110
12531,842
12532,2189
12533,938
12534,1588
12535,1052
12536,1924
12537,2501
12538,2423
12539,1107
12540,999
12541,1345
12542,1545
12543,2216
12544,1510
12545,1044
12546,1389
12547,1092
12548,2387
12549,985
12550,1021
12551,1545
12552,897
12553,2210
12554,1975
12555,2601
12556,1916
12557,2365
12558,1845
12559,1795
12560,1801
12561,2158
12562,1431
12563,2457
12564,1101
12565,1091
12566,1434
12567,2783
12568,1865
12569,1463
12570,2765
12571,1343
12572,2279
12573,2884
12574,1984
12575,1401
12576,1665
12577,2579
12578,1548
12579,1318
12580,1076
12581,2509
12582,2955
12583,1541
12584,1549
12585,1026
12586,1920
12587,2278
12588,2913
12589,2935
12590,1427
12591,871
12592,1567
12593,987
12594,1535
12595,1004
12596,1916
12597,2481
12598,1680
12599,1118
12600,2367
12601,2830
12602,886
12603,2478
12604,2975
12605,1480
12606,1628
12607,2496
12608,2923
12609,995
12610,1961
12611,1427
12612,1903
12613,1529
12614,1528
12615,950
12616,2396
12617,1506
12618,2203
12619,1546
12620,1558
12621,1899
12622,1561
12623,1028
12624,1031
12625,875
12626,1054
12627,2803
12628,1462
12629,2617
12630,1552
12631,2944
12632,1644
12633,910
12634,1474
12635,1150
12636,1064
12637,2188
12638,1432
12639,1890
12640,2288
12641,2454
12642,2458
12643,1374
12644,2747
12645,1567
12646,1475
12647,1606
12648,2544
12649,1539
12650,1933
12651,1498
12652,1068
12653,935
12654,1423
12655,969
12656,2306
12657,2683
12658,1001
12659,2186
12660,1438
12661,1610
12662,1395
12663,999
12664,2772
12665,1651
12666,2891
12667,1700
12668,2117
12669,2393
12670,1758
12671,887
12672,991
12673,1430
12674,974
12675,2124
12676,1368
12677,2179
12678,1024
12679,995
12680,999
12681,2609
12682,1936
12683,1999
12684,1698
12685,2240
12686,2615
12687,2963
12688,2230
12689,1548
12690,986
12691,2363
12692,1536
12693,1820
12694,925
12695,1533
12696,1863
12697,2307
12698,947
12699,1068
12700,1683
12701,1916
12702,1046
12703,2562
12704,1515
12705,925
12706,1070
12707,1693
12708,1944
12709,1006
12710,2913
12711,1520
12712,1086
12713,2205
12714,2514
12715,890
12716,1572
12717,1944
12718,1004
12719,2094
12720,2009
12721,1689
12722,1535
12723,967
12724,1761
12725,980
12726,1073
12727,1076
12728,1549
12729,1941
12730,2407
12731,1257
12732,989
12733,2053
12734,2183
12735,978
12736,2124
12737,1474
12738,1848
12739,1105
12740,1066
12741,2025
12742,1969
12743,2435
12744,2595
12745,1726
12746,2185
12747,2970
12748,2989
12749,2913
12750,870
12751,1479
12752,1582
12753,1559
12754,1932
12755,1414
12756,1850
12757,2747
12758,1896
12759,1477
12760,1009
12761,626
12762,2215
12763,2722
12764,834
12765,1244
12766,2487
12767,2796
12768,1419
12769,1972
12770,1073
12771,2048
12772,2148
12773,2158
12774,1990
12775,2080
12776,2039
12777,1664
12778,2374
12779,1007
12780,1088
12781,1415
12782,1935
12783,1965
12784,2709
12785,2796
12786,1031
12787,961
12788,955
12789,990
12790,2195
12791,2297
12792,2763
12793,1549
12794,1886
12795,2163
12796,2453
12797,1476
12798,1549
12799,2839
12800,1303
12801,2142
12802,1541
12803,970
12804,2637
12805,2770
12806,1416
12807,977
12808,1465
12809,1431
12810,1016
12811,2592
12812,1695
12813,1828
12814,785
12815,968
12816,1522
12817,1664
12818,1103
12819,1475
12820,1846
12821,2783
12822,1918
12823,1970
12824,1584
12825,1030
12826,1013
12827,872
12828,1973
12829,1487
12830,1509
12831,1483
12832,1024
12833,1958
12834,999
12835,2984
12836,1458
12837,1612
12838,1266
12839,1071
12840,1947
12841,1070
12842,2215
12843,815
12844,1561
12845,2368
12846,2483
12847,1346
12848,1575
12849,2549
12850,903
12851,1520
12852,1982
12853,1814
12854,2639
12855,1025
12856,1038
12857,1963
12858,2606
12859,2210
12860,1681
12861,1233
12862,1001
12863,968
12864,1194
12865,2617
12866,1606
12867,1027
12868,2782
12869,1910
12870,2699
12871,1605
12872,989
12873,2367
12874,1629
12875,1472
12876,1038
12877,881
12878,2095
12879,2200
12880,1186
12881,868
12882,1925
12883,1454
12884,2356
12885,2639
12886,880
12887,1930
12888,1338
12889,969
12890,1512
12891,916
12892,987
12893,1989
12894,2450
12895,911
12896,1842
12897,1931
12898,1945
12899,2826
12900,1176
12901,2738
12902,835
12903,1470
12904,1439
12905,1061
12906,967
12907,1021
12908,2771
12909,2468
12910,821
12911,2360
12912,2158
12913,2501
12914,1425
12915,1143
12916,2300
12917,869
12918,1582
12919,2613
12920,1048
12921,1082
12922,2924
12923,1516
12924,1476
12925,1142
12926,2648
12927,1998
12928,1491
12929,1098
12930,1093
12931,1905
12932,1935
12933,2805
12934,1865
12935,1973
12936,1443
12937,1548
12938,1585
12939,1609
12940,1553
12941,1473
12942,1087
12943,1199
12944,1604
12945,1056
12946,1105
12947,1351
12948,2039
12949,1512
12950,880
12951,2050
12952,1992
12953,1630
12954,1253
12955,2772
12956,1463
12957,2223
12958,1907
12959,2196
12960,1005
12961,2016
12962,1493
12963,1404
12964,1592
12965,2214
12966,1074
12967,2885
12968,1914
12969,1874
12970,2575
12971,1935
12972,2733
12973,2931
12974,874
12975,1058
12976,1669
12977,2829
12978,1937
12979,2285
12980,2942
12981,2308
12982,1036
12983,956
12984,2058
12985,1041
12986,2276
12987,2729
12988,2301
12989,1014
12990,1932
12991,922
12992,1954
12993,1911
12994,2719
12995,2232
12996,1600
12997,983
12998,1555
12999,1923
13000,1980
13001,981
13002,1480
13003,1492
13004,1647
13005,1996
13006,2405
13007,2797
13008,2830
13009,1085
13010,2459
13011,875
13012,2167
13013,1785
13014,1882
13015,1988
13016,1395
13017,1141
13018,1512
13019,1376
13020,1936
13021,1096
13022,858
